Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Difficulty,Resort,Slope Length (ft),Average Steepness
Rocky Mountain High West,11909.0,12546.0,636.0,Black,Aspen Snowmass,3643.2,0.17457180500658762
Sandy Park,9957.0,11296.0,1339.0,Black,Aspen Snowmass,1.28,1046.09375
Sheer Bliss #1,9675.0,11824.0,2149.0,Black,Aspen Snowmass,1.74,1235.057471264368
Sheer Bliss #2,10607.0,11460.0,853.0,Black,Aspen Snowmass,3168.0,0.2692550505050505
Slider,8930.0,10413.0,1483.0,Black,Aspen Snowmass,1.37,1082.4817518248174
Sneaky's,10604.0,11801.0,1198.0,Black,Aspen Snowmass,1.13,1060.1769911504425
Sunnyside,9846.0,10594.0,745.0,Black,Aspen Snowmass,3537.6000000000004,0.21059475350520124
Timberline,9882.0,11273.0,1388.0,Black,Aspen Snowmass,4963.2,0.27965828497743395
Trestle,9659.0,9938.0,279.0,Black,Aspen Snowmass,2692.8,0.1036096256684492
Turkey Trot #1,9806.0,10515.0,709.0,Black,Aspen Snowmass,1.12,633.0357142857142
Turkey Trot #2,9767.0,10046.0,279.0,Black,Aspen Snowmass,3115.2,0.08956086286594761
Ute Chute,9439.0,10400.0,958.0,Black,Aspen Snowmass,3484.8,0.27490817263544537
Velvet Falls,8845.0,9649.0,801.0,Black,Aspen Snowmass,3590.4,0.22309491978609625
West Fork,8533.0,9177.0,643.0,Black,Aspen Snowmass,3748.7999999999997,0.1715215535638071
Whispering Jesse #1,9918.0,11749.0,1831.0,Black,Aspen Snowmass,1.31,1397.709923664122
Whispering Jesse #2,11171.0,11716.0,545.0,Black,Aspen Snowmass,2270.4,0.240045806906272
Wineskin,9875.0,11299.0,1421.0,Black,Aspen Snowmass,1.02,1393.1372549019607
A-Line,9656.0,11266.0,1611.0,Black,Aspen Snowmass,1.34,1202.238805970149
Adio's Ridge,11598.0,12113.0,512.0,Black,Aspen Snowmass,2904.0000000000005,0.17630853994490356
Bearclaw,8264.0,10062.0,1798.0,Black,Aspen Snowmass,1.12,1605.3571428571427
Buckskin,10226.0,10509.0,282.0,Black,Aspen Snowmass,1372.8,0.20541958041958042
Cabin,8970.0,10108.0,1138.0,Black,Aspen Snowmass,4488.0,0.2535650623885918
Camp 3,9708.0,10167.0,463.0,Black,Aspen Snowmass,1636.8,0.2828690127077224
Campground,8245.0,10614.0,2369.0,Black,Aspen Snowmass,1.53,1548.3660130718954
Cirque Traverse,11811.0,12539.0,728.0,Black,Aspen Snowmass,1.29,564.3410852713179
Fast Draw,9564.0,10522.0,955.0,Black,Aspen Snowmass,2956.8,0.32298430735930733
Free Fall,10574.0,10899.0,325.0,Black,Aspen Snowmass,792.0,0.41035353535353536
Frog Pond Glades,10961.0,11325.0,364.0,Black,Aspen Snowmass,1372.8,0.26515151515151514
Garret Gulch,9849.0,11686.0,1837.0,Black,Aspen Snowmass,1.25,1469.6
Glissade,9921.0,10354.0,433.0,Black,Aspen Snowmass,1056.0,0.4100378787878788
Howler,9419.0,10112.0,692.0,Black,Aspen Snowmass,2587.2,0.26747062461348176
Powderhorn,8278.0,10600.0,2323.0,Black,Aspen Snowmass,1.73,1342.7745664739884
Powerline,10469.0,11493.0,1024.0,Black,Aspen Snowmass,3590.4,0.28520499108734404
Promenade,9505.0,10591.0,1089.0,Black,Aspen Snowmass,3432.0,0.3173076923076923
Reidar's,10512.0,11801.0,1286.0,Black,Aspen Snowmass,4012.8,0.3204744816586922
Rio,9813.0,10823.0,1010.0,Black,Aspen Snowmass,3484.8,0.2898301193755739
Showcase,10518.0,11798.0,1280.0,Black,Aspen Snowmass,4012.8,0.31897926634768736
Slot #1,8281.0,10610.0,2329.0,Black,Aspen Snowmass,1.6,1455.625
Slot #2,8343.0,8934.0,594.0,Black,Aspen Snowmass,1847.9999999999998,0.32142857142857145
Split Tree,8812.0,11371.0,2559.0,Black,Aspen Snowmass,2.57,995.7198443579767
The Edge,10440.0,11795.0,1355.0,Black,Aspen Snowmass,4540.8,0.2984055673009161
Tom's Trace,9324.0,9826.0,499.0,Black,Aspen Snowmass,2164.7999999999997,0.23050628233555065
West Face,10774.0,11037.0,262.0,Black,Aspen Snowmass,844.8000000000001,0.31013257575757575
Wildcat,9124.0,10531.0,1407.0,Black,Aspen Snowmass,5068.8,0.27758049242424243
Zugspitze,9432.0,10610.0,1178.0,Black,Aspen Snowmass,3695.9999999999995,0.31872294372294374
AMF,11316.0,12520.0,1204.0,Black,Aspen Snowmass,5174.4,0.2326839826839827
Baby Ruth,10725.0,11375.0,650.0,Black,Aspen Snowmass,1795.2,0.3620766488413547
Big Spruce,10459.0,11339.0,879.0,Black,Aspen Snowmass,2217.6,0.3963744588744589
Cassidy's,10299.0,10840.0,541.0,Black,Aspen Snowmass,1214.4,0.44548748353096174
Cirque Headwall,10226.0,12434.0,2208.0,Black,Aspen Snowmass,1.59,1388.6792452830189
Cookies,10358.0,11050.0,692.0,Black,Aspen Snowmass,2376.0,0.29124579124579125
Dikes,10518.0,10919.0,400.0,Black,Aspen Snowmass,1795.2,0.22281639928698752
Double Black Traverse,10049.0,10479.0,430.0,Black,Aspen Snowmass,3801.6,0.11311026936026937
East Wall #1,10876.0,12169.0,1293.0,Black,Aspen Snowmass,4382.4,0.2950438116100767
East Wall #2,11755.0,12192.0,436.0,Black,Aspen Snowmass,1795.2,0.2428698752228164
Glade One,10210.0,10522.0,312.0,Black,Aspen Snowmass,844.8000000000001,0.36931818181818177
Glade Three,10177.0,10427.0,249.0,Black,Aspen Snowmass,459.0,0.5424836601307189
Glade Two,10194.0,10512.0,315.0,Black,Aspen Snowmass,633.6,0.4971590909090909
Gowdy's,11066.0,11765.0,702.0,Black,Aspen Snowmass,2112.0,0.33238636363636365
Hang On's,10049.0,10843.0,794.0,Black,Aspen Snowmass,2481.6,0.3199548678272083
Hanging Valley Glades,10584.0,11056.0,472.0,Black,Aspen Snowmass,1372.8,0.34382284382284384
Headwall,11385.0,11821.0,436.0,Black,Aspen Snowmass,1161.6,0.37534435261707993
KT Guly,11109.0,11444.0,335.0,Black,Aspen Snowmass,792.0,0.42297979797979796
Lower Ladder,10315.0,11063.0,751.0,Black,Aspen Snowmass,3379.2000000000003,0.22224195075757575
Possible,10607.0,11706.0,1099.0,Black,Aspen Snowmass,3168.0,0.34690656565656564
Roberto's,11345.0,12054.0,709.0,Black,Aspen Snowmass,2745.6,0.258231351981352
Rock Island,10528.0,10951.0,423.0,Black,Aspen Snowmass,686.4,0.6162587412587412
Strawberry Patch,10351.0,10919.0,568.0,Black,Aspen Snowmass,1478.4,0.38419913419913415
Upper Ladder,11083.0,11578.0,495.0,Black,Aspen Snowmass,844.8000000000001,0.5859375
Valley Valley,10535.0,11332.0,797.0,Black,Aspen Snowmass,2164.7999999999997,0.3681633407243164
Wall One,10515.0,11165.0,650.0,Black,Aspen Snowmass,1267.2,0.5129419191919192
Wall Two,10364.0,11066.0,702.0,Black,Aspen Snowmass,1742.4,0.40289256198347106
Waters,10157.0,10551.0,397.0,Black,Aspen Snowmass,950.4,0.4177188552188552
Weird Woods,10515.0,10587.0,72.0,Black,Aspen Snowmass,465.0,0.15483870967741936
Willy's,10233.0,11342.0,1112.0,Black,Aspen Snowmass,2745.6,0.40501165501165504
Lowdown Park,8898.0,9026.0,128.0,Black,Aspen Snowmass,739.2,0.17316017316017315
Makaha Park,9029.0,9219.0,190.0,Black,Aspen Snowmass,633.6,0.29987373737373735
Snowmass Park and Superpipe,9262.0,9593.0,331.0,Black,Aspen Snowmass,1320.0,0.25075757575757573
Assay Hill,8323.0,9091.0,771.0,Double Black,Aspen Snowmass,1.16,664.6551724137931
Dawdler,8780.0,9482.0,702.0,Double Black,Aspen Snowmass,5227.2,0.13429752066115702
Fanny Hill,8474.0,9019.0,545.0,Double Black,Aspen Snowmass,3907.2,0.13948607698607698
Funnel Bypass,8465.0,9780.0,1316.0,Double Black,Aspen Snowmass,1.61,817.391304347826
Lunchline,9423.0,9843.0,423.0,Double Black,Aspen Snowmass,3273.6,0.12921554252199413
New 2,9016.0,9137.0,121.0,Double Black,Aspen Snowmass,1531.1999999999998,0.07902298850574714
Nor Way,9131.0,9216.0,85.0,Double Black,Aspen Snowmass,528.0,0.16098484848484848
Scooper,8980.0,9537.0,558.0,Double Black,Aspen Snowmass,2692.8,0.2072192513368984
Adam's Avenue,8629.0,9849.0,1220.0,Double Black,Aspen Snowmass,1.57,777.0700636942674
Banzai,8891.0,9331.0,440.0,Double Black,Aspen Snowmass,1636.8,0.26881720430107525
Banzai Ridge,9554.0,10591.0,1037.0,Double Black,Aspen Snowmass,4012.8,0.2584230462519936
Bear Bottom,10052.0,11332.0,1280.0,Double Black,Aspen Snowmass,1.05,1219.047619047619
Blue Grouse,8963.0,10095.0,1132.0,Double Black,Aspen Snowmass,4646.4,0.24362947658402206
Bottoms Up,9259.0,9849.0,591.0,Double Black,Aspen Snowmass,2798.4,0.21119210977701544
Bull Run,9767.0,11306.0,1542.0,Double Black,Aspen Snowmass,1.45,1063.448275862069
Cascade,8842.0,9396.0,554.0,Double Black,Aspen Snowmass,2956.8,0.1873647186147186
Coffee Pot,9091.0,10413.0,1322.0,Double Black,Aspen Snowmass,1.25,1057.6
Coney Glade,9734.0,10180.0,446.0,Double Black,Aspen Snowmass,1584.0,0.2815656565656566
Creekside,8127.0,9754.0,1627.0,Double Black,Aspen Snowmass,1.88,865.4255319148937
Dallas Freeway,10082.0,11844.0,1762.0,Double Black,Aspen Snowmass,1.19,1480.6722689075632
East Branch,8123.0,8868.0,745.0,Double Black,Aspen Snowmass,1.16,642.2413793103449
Eddy Out,8675.0,9357.0,682.0,Double Black,Aspen Snowmass,4593.6,0.14846743295019155
Funnel,8898.0,9820.0,922.0,Double Black,Aspen Snowmass,4435.2,0.2078823953823954
Granite,9780.0,10358.0,577.0,Double Black,Aspen Snowmass,2692.8,0.21427510398098631
Green Cabin,8904.0,11801.0,2897.0,Double Black,Aspen Snowmass,2.63,1101.5209125475285
Grey Wolf,9895.0,11322.0,1427.0,Double Black,Aspen Snowmass,1.23,1160.1626016260163
Gunner's View,9813.0,11296.0,1483.0,Double Black,Aspen Snowmass,1.41,1051.77304964539
Hal's Hollow,8963.0,9619.0,656.0,Double Black,Aspen Snowmass,2904.0000000000005,0.22589531680440766
Jack Of Hearts,10495.0,10771.0,272.0,Double Black,Aspen Snowmass,950.4,0.2861952861952862
Lodgepole,9603.0,10407.0,804.0,Double Black,Aspen Snowmass,3695.9999999999995,0.21753246753246755
Log Deck,9731.0,10256.0,528.0,Double Black,Aspen Snowmass,2006.4,0.2631578947368421
Long Shot,8615.0,11381.0,2762.0,Double Black,Aspen Snowmass,2.37,1165.4008438818564
Lunkerville,9006.0,9882.0,876.0,Double Black,Aspen Snowmass,4646.4,0.1885330578512397
Max Park,9879.0,10610.0,732.0,Double Black,Aspen Snowmass,3748.7999999999997,0.1952624839948784
Mick's Gully,10148.0,11617.0,1473.0,Double Black,Aspen Snowmass,5227.2,0.2817952249770432
Monkshood,9334.0,9928.0,594.0,Double Black,Aspen Snowmass,3326.4,0.17857142857142858
Moonshine,9649.0,10299.0,650.0,Double Black,Aspen Snowmass,2534.4,0.2564709595959596
Naked Lady,9026.0,10449.0,1424.0,Double Black,Aspen Snowmass,1.29,1103.875968992248
No Name,8911.0,9255.0,344.0,Double Black,Aspen Snowmass,1900.8,0.18097643097643099
Rocky Mountain High East,11739.0,12520.0,781.0,Double Black,Aspen Snowmass,3907.2,0.1998873873873874
Rocky Mountain High West,11909.0,12546.0,636.0,Double Black,Aspen Snowmass,3643.2,0.17457180500658762
Sandy Park,9957.0,11296.0,1339.0,Double Black,Aspen Snowmass,1.28,1046.09375
Sheer Bliss #1,9675.0,11824.0,2149.0,Double Black,Aspen Snowmass,1.74,1235.057471264368
Sheer Bliss #2,10607.0,11460.0,853.0,Double Black,Aspen Snowmass,3168.0,0.2692550505050505
Slider,8930.0,10413.0,1483.0,Double Black,Aspen Snowmass,1.37,1082.4817518248174
Sneaky's,10604.0,11801.0,1198.0,Double Black,Aspen Snowmass,1.13,1060.1769911504425
Sunnyside,9846.0,10594.0,745.0,Double Black,Aspen Snowmass,3537.6000000000004,0.21059475350520124
Timberline,9882.0,11273.0,1388.0,Double Black,Aspen Snowmass,4963.2,0.27965828497743395
Trestle,9659.0,9938.0,279.0,Double Black,Aspen Snowmass,2692.8,0.1036096256684492
Turkey Trot #1,9806.0,10515.0,709.0,Double Black,Aspen Snowmass,1.12,633.0357142857142
Turkey Trot #2,9767.0,10046.0,279.0,Double Black,Aspen Snowmass,3115.2,0.08956086286594761
Ute Chute,9439.0,10400.0,958.0,Double Black,Aspen Snowmass,3484.8,0.27490817263544537
Velvet Falls,8845.0,9649.0,801.0,Double Black,Aspen Snowmass,3590.4,0.22309491978609625
West Fork,8533.0,9177.0,643.0,Double Black,Aspen Snowmass,3748.7999999999997,0.1715215535638071
Whispering Jesse #1,9918.0,11749.0,1831.0,Double Black,Aspen Snowmass,1.31,1397.709923664122
Whispering Jesse #2,11171.0,11716.0,545.0,Double Black,Aspen Snowmass,2270.4,0.240045806906272
Wineskin,9875.0,11299.0,1421.0,Double Black,Aspen Snowmass,1.02,1393.1372549019607
A-Line,9656.0,11266.0,1611.0,Double Black,Aspen Snowmass,1.34,1202.238805970149
Adio's Ridge,11598.0,12113.0,512.0,Double Black,Aspen Snowmass,2904.0000000000005,0.17630853994490356
Bearclaw,8264.0,10062.0,1798.0,Double Black,Aspen Snowmass,1.12,1605.3571428571427
Buckskin,10226.0,10509.0,282.0,Double Black,Aspen Snowmass,1372.8,0.20541958041958042
Cabin,8970.0,10108.0,1138.0,Double Black,Aspen Snowmass,4488.0,0.2535650623885918
Camp 3,9708.0,10167.0,463.0,Double Black,Aspen Snowmass,1636.8,0.2828690127077224
Campground,8245.0,10614.0,2369.0,Double Black,Aspen Snowmass,1.53,1548.3660130718954
Cirque Traverse,11811.0,12539.0,728.0,Double Black,Aspen Snowmass,1.29,564.3410852713179
Fast Draw,9564.0,10522.0,955.0,Double Black,Aspen Snowmass,2956.8,0.32298430735930733
Free Fall,10574.0,10899.0,325.0,Double Black,Aspen Snowmass,792.0,0.41035353535353536
Frog Pond Glades,10961.0,11325.0,364.0,Double Black,Aspen Snowmass,1372.8,0.26515151515151514
Garret Gulch,9849.0,11686.0,1837.0,Double Black,Aspen Snowmass,1.25,1469.6
Glissade,9921.0,10354.0,433.0,Double Black,Aspen Snowmass,1056.0,0.4100378787878788
Howler,9419.0,10112.0,692.0,Double Black,Aspen Snowmass,2587.2,0.26747062461348176
Powderhorn,8278.0,10600.0,2323.0,Double Black,Aspen Snowmass,1.73,1342.7745664739884
Powerline,10469.0,11493.0,1024.0,Double Black,Aspen Snowmass,3590.4,0.28520499108734404
Promenade,9505.0,10591.0,1089.0,Double Black,Aspen Snowmass,3432.0,0.3173076923076923
Reidar's,10512.0,11801.0,1286.0,Double Black,Aspen Snowmass,4012.8,0.3204744816586922
Rio,9813.0,10823.0,1010.0,Double Black,Aspen Snowmass,3484.8,0.2898301193755739
Showcase,10518.0,11798.0,1280.0,Double Black,Aspen Snowmass,4012.8,0.31897926634768736
Slot #1,8281.0,10610.0,2329.0,Double Black,Aspen Snowmass,1.6,1455.625
Slot #2,8343.0,8934.0,594.0,Double Black,Aspen Snowmass,1847.9999999999998,0.32142857142857145
Split Tree,8812.0,11371.0,2559.0,Double Black,Aspen Snowmass,2.57,995.7198443579767
The Edge,10440.0,11795.0,1355.0,Double Black,Aspen Snowmass,4540.8,0.2984055673009161
Tom's Trace,9324.0,9826.0,499.0,Double Black,Aspen Snowmass,2164.7999999999997,0.23050628233555065
West Face,10774.0,11037.0,262.0,Double Black,Aspen Snowmass,844.8000000000001,0.31013257575757575
Wildcat,9124.0,10531.0,1407.0,Double Black,Aspen Snowmass,5068.8,0.27758049242424243
Zugspitze,9432.0,10610.0,1178.0,Double Black,Aspen Snowmass,3695.9999999999995,0.31872294372294374
AMF,11316.0,12520.0,1204.0,Double Black,Aspen Snowmass,5174.4,0.2326839826839827
Baby Ruth,10725.0,11375.0,650.0,Double Black,Aspen Snowmass,1795.2,0.3620766488413547
Big Spruce,10459.0,11339.0,879.0,Double Black,Aspen Snowmass,2217.6,0.3963744588744589
Cassidy's,10299.0,10840.0,541.0,Double Black,Aspen Snowmass,1214.4,0.44548748353096174
Cirque Headwall,10226.0,12434.0,2208.0,Double Black,Aspen Snowmass,1.59,1388.6792452830189
Cookies,10358.0,11050.0,692.0,Double Black,Aspen Snowmass,2376.0,0.29124579124579125
Dikes,10518.0,10919.0,400.0,Double Black,Aspen Snowmass,1795.2,0.22281639928698752
Double Black Traverse,10049.0,10479.0,430.0,Double Black,Aspen Snowmass,3801.6,0.11311026936026937
East Wall #1,10876.0,12169.0,1293.0,Double Black,Aspen Snowmass,4382.4,0.2950438116100767
East Wall #2,11755.0,12192.0,436.0,Double Black,Aspen Snowmass,1795.2,0.2428698752228164
Glade One,10210.0,10522.0,312.0,Double Black,Aspen Snowmass,844.8000000000001,0.36931818181818177
Glade Three,10177.0,10427.0,249.0,Double Black,Aspen Snowmass,459.0,0.5424836601307189
Glade Two,10194.0,10512.0,315.0,Double Black,Aspen Snowmass,633.6,0.4971590909090909
Gowdy's,11066.0,11765.0,702.0,Double Black,Aspen Snowmass,2112.0,0.33238636363636365
Hang On's,10049.0,10843.0,794.0,Double Black,Aspen Snowmass,2481.6,0.3199548678272083
Hanging Valley Glades,10584.0,11056.0,472.0,Double Black,Aspen Snowmass,1372.8,0.34382284382284384
Headwall,11385.0,11821.0,436.0,Double Black,Aspen Snowmass,1161.6,0.37534435261707993
KT Guly,11109.0,11444.0,335.0,Double Black,Aspen Snowmass,792.0,0.42297979797979796
Lower Ladder,10315.0,11063.0,751.0,Double Black,Aspen Snowmass,3379.2000000000003,0.22224195075757575
Possible,10607.0,11706.0,1099.0,Double Black,Aspen Snowmass,3168.0,0.34690656565656564
Roberto's,11345.0,12054.0,709.0,Double Black,Aspen Snowmass,2745.6,0.258231351981352
Rock Island,10528.0,10951.0,423.0,Double Black,Aspen Snowmass,686.4,0.6162587412587412
Strawberry Patch,10351.0,10919.0,568.0,Double Black,Aspen Snowmass,1478.4,0.38419913419913415
Upper Ladder,11083.0,11578.0,495.0,Double Black,Aspen Snowmass,844.8000000000001,0.5859375
Valley Valley,10535.0,11332.0,797.0,Double Black,Aspen Snowmass,2164.7999999999997,0.3681633407243164
Wall One,10515.0,11165.0,650.0,Double Black,Aspen Snowmass,1267.2,0.5129419191919192
Wall Two,10364.0,11066.0,702.0,Double Black,Aspen Snowmass,1742.4,0.40289256198347106
Waters,10157.0,10551.0,397.0,Double Black,Aspen Snowmass,950.4,0.4177188552188552
Weird Woods,10515.0,10587.0,72.0,Double Black,Aspen Snowmass,465.0,0.15483870967741936
Willy's,10233.0,11342.0,1112.0,Double Black,Aspen Snowmass,2745.6,0.40501165501165504
Lowdown Park,8898.0,9026.0,128.0,Double Black,Aspen Snowmass,739.2,0.17316017316017315
Makaha Park,9029.0,9219.0,190.0,Double Black,Aspen Snowmass,633.6,0.29987373737373735
Snowmass Park and Superpipe,9262.0,9593.0,331.0,Double Black,Aspen Snowmass,1320.0,0.25075757575757573
Bunny Hill,4009.0,4111.0,102.0,Green,Bald Mountain,454.0,0.22466960352422907
Easy Out,4222.0,4222.0,3.0,Green,Bald Mountain,475.0,0.00631578947368421
Lower West Boundary Road,3763.0,4219.0,453.0,Green,Bald Mountain,3062.3999999999996,0.14792319749216304
Road,4114.0,4380.0,266.0,Green,Bald Mountain,4276.8,0.062196034418256635
Sunshine,3776.0,4042.0,266.0,Green,Bald Mountain,1478.4,0.1799242424242424
The Gut,3766.0,3996.0,230.0,Green,Bald Mountain,1478.4,0.15557359307359306
Upper West Boundary Road,4229.0,4383.0,151.0,Green,Bald Mountain,1372.8,0.1099941724941725
Cowlick,4055.0,4380.0,325.0,Green,Bald Mountain,1320.0,0.24621212121212122
Cross Over Road,3914.0,3947.0,33.0,Green,Bald Mountain,528.0,0.0625
Face,4160.0,4373.0,213.0,Green,Bald Mountain,633.6,0.33617424242424243
Grunny's Knob,4242.0,4350.0,112.0,Green,Bald Mountain,407.0,0.2751842751842752
Pikers Peak,3819.0,3944.0,125.0,Green,Bald Mountain,844.8000000000001,0.14796401515151514
Allen Alley,3829.0,3947.0,121.0,Green,Bald Mountain,633.6,0.1909722222222222
Bonsai,4039.0,4216.0,174.0,Green,Bald Mountain,477.0,0.36477987421383645
Cliff's Trail,3960.0,4078.0,118.0,Green,Bald Mountain,441.0,0.2675736961451247
Meadow,4075.0,4088.0,13.0,Green,Bald Mountain,580.8,0.022382920110192838
Play Pen,3924.0,4039.0,118.0,Green,Bald Mountain,528.0,0.22348484848484848
Powder Pull,4232.0,4377.0,144.0,Green,Bald Mountain,430.0,0.33488372093023255
Roller Coster,3996.0,4131.0,131.0,Green,Bald Mountain,633.6,0.2067550505050505
Slingshot,4121.0,4347.0,226.0,Green,Bald Mountain,897.6,0.2517825311942959
Spring,4098.0,4383.0,285.0,Green,Bald Mountain,1056.0,0.26988636363636365
Bunny Hill,4009.0,4111.0,102.0,Blue,Bald Mountain,454.0,0.22466960352422907
Easy Out,4222.0,4222.0,3.0,Blue,Bald Mountain,475.0,0.00631578947368421
Lower West Boundary Road,3763.0,4219.0,453.0,Blue,Bald Mountain,3062.3999999999996,0.14792319749216304
Road,4114.0,4380.0,266.0,Blue,Bald Mountain,4276.8,0.062196034418256635
Sunshine,3776.0,4042.0,266.0,Blue,Bald Mountain,1478.4,0.1799242424242424
The Gut,3766.0,3996.0,230.0,Blue,Bald Mountain,1478.4,0.15557359307359306
Upper West Boundary Road,4229.0,4383.0,151.0,Blue,Bald Mountain,1372.8,0.1099941724941725
Cowlick,4055.0,4380.0,325.0,Blue,Bald Mountain,1320.0,0.24621212121212122
Cross Over Road,3914.0,3947.0,33.0,Blue,Bald Mountain,528.0,0.0625
Face,4160.0,4373.0,213.0,Blue,Bald Mountain,633.6,0.33617424242424243
Grunny's Knob,4242.0,4350.0,112.0,Blue,Bald Mountain,407.0,0.2751842751842752
Pikers Peak,3819.0,3944.0,125.0,Blue,Bald Mountain,844.8000000000001,0.14796401515151514
Allen Alley,3829.0,3947.0,121.0,Blue,Bald Mountain,633.6,0.1909722222222222
Bonsai,4039.0,4216.0,174.0,Blue,Bald Mountain,477.0,0.36477987421383645
Cliff's Trail,3960.0,4078.0,118.0,Blue,Bald Mountain,441.0,0.2675736961451247
Meadow,4075.0,4088.0,13.0,Blue,Bald Mountain,580.8,0.022382920110192838
Play Pen,3924.0,4039.0,118.0,Blue,Bald Mountain,528.0,0.22348484848484848
Powder Pull,4232.0,4377.0,144.0,Blue,Bald Mountain,430.0,0.33488372093023255
Roller Coster,3996.0,4131.0,131.0,Blue,Bald Mountain,633.6,0.2067550505050505
Slingshot,4121.0,4347.0,226.0,Blue,Bald Mountain,897.6,0.2517825311942959
Spring,4098.0,4383.0,285.0,Blue,Bald Mountain,1056.0,0.26988636363636365
Bunny Hill,4009.0,4111.0,102.0,Black,Bald Mountain,454.0,0.22466960352422907
Easy Out,4222.0,4222.0,3.0,Black,Bald Mountain,475.0,0.00631578947368421
Lower West Boundary Road,3763.0,4219.0,453.0,Black,Bald Mountain,3062.3999999999996,0.14792319749216304
Road,4114.0,4380.0,266.0,Black,Bald Mountain,4276.8,0.062196034418256635
Sunshine,3776.0,4042.0,266.0,Black,Bald Mountain,1478.4,0.1799242424242424
The Gut,3766.0,3996.0,230.0,Black,Bald Mountain,1478.4,0.15557359307359306
Upper West Boundary Road,4229.0,4383.0,151.0,Black,Bald Mountain,1372.8,0.1099941724941725
Cowlick,4055.0,4380.0,325.0,Black,Bald Mountain,1320.0,0.24621212121212122
Cross Over Road,3914.0,3947.0,33.0,Black,Bald Mountain,528.0,0.0625
Face,4160.0,4373.0,213.0,Black,Bald Mountain,633.6,0.33617424242424243
Grunny's Knob,4242.0,4350.0,112.0,Black,Bald Mountain,407.0,0.2751842751842752
Pikers Peak,3819.0,3944.0,125.0,Black,Bald Mountain,844.8000000000001,0.14796401515151514
Allen Alley,3829.0,3947.0,121.0,Black,Bald Mountain,633.6,0.1909722222222222
Bonsai,4039.0,4216.0,174.0,Black,Bald Mountain,477.0,0.36477987421383645
Cliff's Trail,3960.0,4078.0,118.0,Black,Bald Mountain,441.0,0.2675736961451247
Meadow,4075.0,4088.0,13.0,Black,Bald Mountain,580.8,0.022382920110192838
Play Pen,3924.0,4039.0,118.0,Black,Bald Mountain,528.0,0.22348484848484848
Powder Pull,4232.0,4377.0,144.0,Black,Bald Mountain,430.0,0.33488372093023255
Roller Coster,3996.0,4131.0,131.0,Black,Bald Mountain,633.6,0.2067550505050505
Slingshot,4121.0,4347.0,226.0,Black,Bald Mountain,897.6,0.2517825311942959
Spring,4098.0,4383.0,285.0,Black,Bald Mountain,1056.0,0.26988636363636365
Anderson Way,8025.0,8238.0,213.0,Green,Beaver Creek,3854.4,0.05526151930261519
Bear Paw,8501.0,8547.0,43.0,Green,Beaver Creek,897.6,0.04790552584670232
Beaver Creek Mountain Expressway,8855.0,9856.0,1004.0,Green,Beaver Creek,1.79,560.8938547486033
Bedstraw,8360.0,8944.0,584.0,Green,Beaver Creek,4276.8,0.13655069210624765
Booth Gardens,10610.0,11201.0,591.0,Green,Beaver Creek,3326.4,0.17766955266955267
Bridle,9531.0,9685.0,154.0,Green,Beaver Creek,1320.0,0.11666666666666667
Bucharoo Bowl,8274.0,8383.0,108.0,Green,Beaver Creek,686.4,0.15734265734265734
